Knife_ID,Linie_Angle,Actual_Class,CART_Prediction,C45_Prediction,CART_Correct,C45_Correct
Koch-A0-T0-18_cropped_Messpunkt,0,1,2,2,False,False
Koch-A0-T0-18_cropped_Messpunkt,1,1,2,2,False,False
Koch-A0-T0-18_cropped_Messpunkt,2,1,2,2,False,False
Koch-A0-T0-18_cropped_Messpunkt,3,1,2,2,False,False
Koch-A0-T0-18_cropped_Messpunkt,4,1,2,2,False,False
Koch-A0-T0-18_cropped_Messpunkt,5,1,2,2,False,False
Koch-A0-T0-18_cropped_Messpunkt,6,1,2,1,False,True
Koch-A0-T0-18_cropped_Messpunkt,7,1,2,1,False,True
Koch-A0-T0-18_cropped_Messpunkt,8,1,2,2,False,False
Koch-A0-T0-18_cropped_Messpunkt,9,1,2,1,False,True
Koch-A0-T0-20_cropped_Messpunkt,0,0,2,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,1,0,2,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,2,0,2,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,3,0,2,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,4,0,2,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,5,0,1,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,6,0,1,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,7,0,1,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,8,0,2,1,False,False
Koch-A0-T0-20_cropped_Messpunkt,9,0,2,1,False,False
Koch-A1-T1-05_cropped_Messpunkt,0,1,2,1,False,True
Koch-A1-T1-05_cropped_Messpunkt,1,1,2,2,False,False
Koch-A1-T1-05_cropped_Messpunkt,2,1,1,1,True,True
Koch-A1-T1-05_cropped_Messpunkt,3,1,2,1,False,True
Koch-A1-T1-05_cropped_Messpunkt,4,1,2,2,False,False
Koch-A1-T1-05_cropped_Messpunkt,5,1,2,2,False,False
Koch-A1-T1-05_cropped_Messpunkt,6,1,2,1,False,True
Koch-A1-T1-05_cropped_Messpunkt,7,1,1,1,True,True
Koch-A1-T1-05_cropped_Messpunkt,8,1,1,1,True,True
Koch-A1-T1-05_cropped_Messpunkt,9,1,1,1,True,True
Koch-A1-T1-06_cropped_Messpunkt,0,1,2,2,False,False
Koch-A1-T1-06_cropped_Messpunkt,1,1,1,1,True,True
Koch-A1-T1-06_cropped_Messpunkt,2,1,2,1,False,True
Koch-A1-T1-06_cropped_Messpunkt,3,1,1,1,True,True
Koch-A1-T1-06_cropped_Messpunkt,4,1,1,1,True,True
Koch-A1-T1-06_cropped_Messpunkt,5,1,1,1,True,True
Koch-A1-T1-06_cropped_Messpunkt,6,1,1,1,True,True
Koch-A1-T1-06_cropped_Messpunkt,7,1,1,1,True,True
Koch-A1-T1-06_cropped_Messpunkt,8,1,2,2,False,False
Koch-A1-T1-06_cropped_Messpunkt,9,1,1,1,True,True
Koch-A1-T1-08_cropped_Messpunkt,0,1,1,2,True,False
Koch-A1-T1-08_cropped_Messpunkt,1,1,1,2,True,False
Koch-A1-T1-08_cropped_Messpunkt,2,1,1,2,True,False
Koch-A1-T1-08_cropped_Messpunkt,3,1,2,1,False,True
Koch-A1-T1-08_cropped_Messpunkt,4,1,2,2,False,False
Koch-A1-T1-08_cropped_Messpunkt,5,1,2,2,False,False
Koch-A1-T1-08_cropped_Messpunkt,6,1,2,2,False,False
Koch-A1-T1-08_cropped_Messpunkt,7,1,2,2,False,False
Koch-A1-T1-08_cropped_Messpunkt,8,1,2,2,False,False
Koch-A1-T1-08_cropped_Messpunkt,9,1,2,2,False,False
Koch-A1-T1-15_cropped_Messpunkt,0,2,2,2,True,True
Koch-A1-T1-15_cropped_Messpunkt,1,2,2,1,True,False
Koch-A1-T1-15_cropped_Messpunkt,2,2,2,2,True,True
Koch-A1-T1-15_cropped_Messpunkt,3,2,2,2,True,True
Koch-A1-T1-15_cropped_Messpunkt,4,2,2,1,True,False
Koch-A1-T1-15_cropped_Messpunkt,5,2,2,2,True,True
Koch-A1-T1-15_cropped_Messpunkt,6,2,2,2,True,True
Koch-A1-T1-15_cropped_Messpunkt,7,2,2,2,True,True
Koch-A1-T1-15_cropped_Messpunkt,8,2,2,2,True,True
Koch-A1-T1-15_cropped_Messpunkt,9,2,1,2,False,True
Koch-A1-T1-18_cropped_Messpunkt,0,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,1,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,2,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,3,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,4,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,5,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,6,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,7,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,8,1,2,2,False,False
Koch-A1-T1-18_cropped_Messpunkt,9,1,1,1,True,True
Koch-A10-T10-10_cropped_Messpunkt,0,1,2,1,False,True
Koch-A10-T10-10_cropped_Messpunkt,1,1,1,1,True,True
Koch-A10-T10-10_cropped_Messpunkt,2,1,0,1,False,True
Koch-A10-T10-10_cropped_Messpunkt,3,1,1,1,True,True
Koch-A10-T10-10_cropped_Messpunkt,4,1,2,1,False,True
Koch-A10-T10-10_cropped_Messpunkt,5,1,2,1,False,True
Koch-A10-T10-10_cropped_Messpunkt,6,1,1,1,True,True
Koch-A10-T10-10_cropped_Messpunkt,7,1,0,1,False,True
Koch-A10-T10-10_cropped_Messpunkt,8,1,0,1,False,True
Koch-A10-T10-10_cropped_Messpunkt,9,1,0,1,False,True
Koch-A10-T10-13_cropped_Messpunkt,0,1,2,1,False,True
Koch-A10-T10-13_cropped_Messpunkt,1,1,1,1,True,True
Koch-A10-T10-13_cropped_Messpunkt,2,1,1,1,True,True
Koch-A10-T10-13_cropped_Messpunkt,3,1,1,1,True,True
Koch-A10-T10-13_cropped_Messpunkt,4,1,1,1,True,True
Koch-A10-T10-13_cropped_Messpunkt,5,1,2,1,False,True
Koch-A10-T10-13_cropped_Messpunkt,6,1,2,2,False,False
Koch-A10-T10-13_cropped_Messpunkt,7,1,2,2,False,False
Koch-A10-T10-13_cropped_Messpunkt,8,1,2,1,False,True
Koch-A10-T10-13_cropped_Messpunkt,9,1,2,1,False,True
Koch-A10-T10-16_cropped_Messpunkt,0,1,1,1,True,True
Koch-A10-T10-16_cropped_Messpunkt,1,1,2,1,False,True
Koch-A10-T10-16_cropped_Messpunkt,2,1,2,1,False,True
Koch-A10-T10-16_cropped_Messpunkt,3,1,1,2,True,False
Koch-A10-T10-16_cropped_Messpunkt,4,1,2,2,False,False
Koch-A10-T10-16_cropped_Messpunkt,5,1,2,2,False,False
Koch-A10-T10-16_cropped_Messpunkt,6,1,2,2,False,False
Koch-A10-T10-16_cropped_Messpunkt,7,1,2,2,False,False
Koch-A10-T10-16_cropped_Messpunkt,8,1,2,2,False,False
Koch-A10-T10-16_cropped_Messpunkt,9,1,2,1,False,True
Koch-A10-T10-17_cropped_Messpunkt,0,1,2,1,False,True
Koch-A10-T10-17_cropped_Messpunkt,1,1,2,1,False,True
Koch-A10-T10-17_cropped_Messpunkt,2,1,2,2,False,False
Koch-A10-T10-17_cropped_Messpunkt,3,1,1,1,True,True
Koch-A10-T10-17_cropped_Messpunkt,4,1,2,1,False,True
Koch-A10-T10-17_cropped_Messpunkt,5,1,2,2,False,False
Koch-A10-T10-17_cropped_Messpunkt,6,1,2,2,False,False
Koch-A10-T10-17_cropped_Messpunkt,7,1,1,1,True,True
Koch-A10-T10-17_cropped_Messpunkt,8,1,2,1,False,True
Koch-A10-T10-17_cropped_Messpunkt,9,1,2,1,False,True
Koch-A10-T10-18_cropped_Messpunkt,0,1,2,1,False,True
Koch-A10-T10-18_cropped_Messpunkt,1,1,2,1,False,True
Koch-A10-T10-18_cropped_Messpunkt,2,1,1,1,True,True
Koch-A10-T10-18_cropped_Messpunkt,3,1,2,1,False,True
Koch-A10-T10-18_cropped_Messpunkt,4,1,1,1,True,True
Koch-A10-T10-18_cropped_Messpunkt,5,1,1,1,True,True
Koch-A10-T10-18_cropped_Messpunkt,6,1,1,1,True,True
Koch-A10-T10-18_cropped_Messpunkt,7,1,1,1,True,True
Koch-A10-T10-18_cropped_Messpunkt,8,1,1,1,True,True
Koch-A10-T10-18_cropped_Messpunkt,9,1,1,1,True,True
Koch-A10-T10-19_cropped_Messpunkt,0,1,2,2,False,False
Koch-A10-T10-19_cropped_Messpunkt,1,1,2,2,False,False
Koch-A10-T10-19_cropped_Messpunkt,2,1,2,1,False,True
Koch-A10-T10-19_cropped_Messpunkt,3,1,2,1,False,True
Koch-A10-T10-19_cropped_Messpunkt,4,1,2,2,False,False
Koch-A10-T10-19_cropped_Messpunkt,5,1,2,1,False,True
Koch-A10-T10-19_cropped_Messpunkt,6,1,1,1,True,True
Koch-A10-T10-19_cropped_Messpunkt,7,1,1,1,True,True
Koch-A10-T10-19_cropped_Messpunkt,8,1,1,1,True,True
Koch-A10-T10-19_cropped_Messpunkt,9,1,1,1,True,True
Koch-A11-T11-05_cropped_Messpunkt,0,1,2,2,False,False
Koch-A11-T11-05_cropped_Messpunkt,1,1,2,2,False,False
Koch-A11-T11-05_cropped_Messpunkt,2,1,1,1,True,True
Koch-A11-T11-05_cropped_Messpunkt,3,1,1,1,True,True
Koch-A11-T11-05_cropped_Messpunkt,4,1,1,1,True,True
Koch-A11-T11-05_cropped_Messpunkt,5,1,2,1,False,True
Koch-A11-T11-05_cropped_Messpunkt,6,1,1,1,True,True
Koch-A11-T11-05_cropped_Messpunkt,7,1,1,1,True,True
Koch-A11-T11-05_cropped_Messpunkt,8,1,1,1,True,True
Koch-A11-T11-05_cropped_Messpunkt,9,1,2,1,False,True
Koch-A11-T11-06_cropped_Messpunkt,0,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,1,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,2,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,3,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,4,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,5,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,6,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,7,1,2,2,False,False
Koch-A11-T11-06_cropped_Messpunkt,8,1,2,1,False,True
Koch-A11-T11-06_cropped_Messpunkt,9,1,2,1,False,True
Koch-A11-T11-09_cropped_Messpunkt,0,2,2,1,True,False
Koch-A11-T11-09_cropped_Messpunkt,1,2,1,2,False,True
Koch-A11-T11-09_cropped_Messpunkt,2,2,2,1,True,False
Koch-A11-T11-09_cropped_Messpunkt,3,2,2,2,True,True
Koch-A11-T11-09_cropped_Messpunkt,4,2,2,1,True,False
Koch-A11-T11-09_cropped_Messpunkt,5,2,2,2,True,True
Koch-A11-T11-09_cropped_Messpunkt,6,2,2,1,True,False
Koch-A11-T11-09_cropped_Messpunkt,7,2,2,1,True,False
Koch-A11-T11-09_cropped_Messpunkt,8,2,1,1,False,False
Koch-A11-T11-09_cropped_Messpunkt,9,2,2,1,True,False
Koch-A11-T11-13_cropped_Messpunkt,0,2,2,2,True,True
Koch-A11-T11-13_cropped_Messpunkt,1,2,2,2,True,True
Koch-A11-T11-13_cropped_Messpunkt,2,2,2,2,True,True
Koch-A11-T11-13_cropped_Messpunkt,3,2,2,2,True,True
Koch-A11-T11-13_cropped_Messpunkt,4,2,1,1,False,False
Koch-A11-T11-13_cropped_Messpunkt,5,2,2,2,True,True
Koch-A11-T11-13_cropped_Messpunkt,6,2,2,1,True,False
Koch-A11-T11-13_cropped_Messpunkt,7,2,2,1,True,False
Koch-A11-T11-13_cropped_Messpunkt,8,2,2,1,True,False
Koch-A11-T11-13_cropped_Messpunkt,9,2,2,2,True,True
Koch-A11-T11-17_cropped_Messpunkt,0,2,2,2,True,True
Koch-A11-T11-17_cropped_Messpunkt,1,2,2,2,True,True
Koch-A11-T11-17_cropped_Messpunkt,2,2,2,1,True,False
Koch-A11-T11-17_cropped_Messpunkt,3,2,2,1,True,False
Koch-A11-T11-17_cropped_Messpunkt,4,2,2,2,True,True
Koch-A11-T11-17_cropped_Messpunkt,5,2,2,1,True,False
Koch-A11-T11-17_cropped_Messpunkt,6,2,1,1,False,False
Koch-A11-T11-17_cropped_Messpunkt,7,2,1,1,False,False
Koch-A11-T11-17_cropped_Messpunkt,8,2,1,1,False,False
Koch-A11-T11-17_cropped_Messpunkt,9,2,2,1,True,False
Koch-A11-T11-19_cropped_Messpunkt,0,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,1,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,2,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,3,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,4,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,5,2,1,2,False,True
Koch-A11-T11-19_cropped_Messpunkt,6,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,7,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,8,2,2,2,True,True
Koch-A11-T11-19_cropped_Messpunkt,9,2,2,2,True,True
Koch-A11-T11-20_cropped_Messpunkt,0,2,2,1,True,False
Koch-A11-T11-20_cropped_Messpunkt,1,2,2,1,True,False
Koch-A11-T11-20_cropped_Messpunkt,2,2,2,1,True,False
Koch-A11-T11-20_cropped_Messpunkt,3,2,2,2,True,True
Koch-A11-T11-20_cropped_Messpunkt,4,2,2,1,True,False
Koch-A11-T11-20_cropped_Messpunkt,5,2,1,1,False,False
Koch-A11-T11-20_cropped_Messpunkt,6,2,1,1,False,False
Koch-A11-T11-20_cropped_Messpunkt,7,2,1,1,False,False
Koch-A11-T11-20_cropped_Messpunkt,8,2,1,1,False,False
Koch-A11-T11-20_cropped_Messpunkt,9,2,2,2,True,True
Koch-A12-T12-01_cropped_Messpunkt,0,2,2,2,True,True
Koch-A12-T12-01_cropped_Messpunkt,1,2,2,2,True,True
Koch-A12-T12-01_cropped_Messpunkt,2,2,2,1,True,False
Koch-A12-T12-01_cropped_Messpunkt,3,2,2,2,True,True
Koch-A12-T12-01_cropped_Messpunkt,4,2,2,1,True,False
Koch-A12-T12-01_cropped_Messpunkt,5,2,2,2,True,True
Koch-A12-T12-01_cropped_Messpunkt,6,2,2,2,True,True
Koch-A12-T12-01_cropped_Messpunkt,7,2,2,2,True,True
Koch-A12-T12-01_cropped_Messpunkt,8,2,1,2,False,True
Koch-A12-T12-01_cropped_Messpunkt,9,2,1,1,False,False
Koch-A12-T12-02_cropped_Messpunkt,0,2,2,2,True,True
Koch-A12-T12-02_cropped_Messpunkt,1,2,2,0,True,False
Koch-A12-T12-02_cropped_Messpunkt,2,2,2,1,True,False
Koch-A12-T12-02_cropped_Messpunkt,3,2,2,0,True,False
Koch-A12-T12-02_cropped_Messpunkt,4,2,2,1,True,False
Koch-A12-T12-02_cropped_Messpunkt,5,2,2,1,True,False
Koch-A12-T12-02_cropped_Messpunkt,6,2,2,2,True,True
Koch-A12-T12-02_cropped_Messpunkt,7,2,2,1,True,False
Koch-A12-T12-02_cropped_Messpunkt,8,2,2,1,True,False
Koch-A12-T12-02_cropped_Messpunkt,9,2,2,1,True,False
Koch-A12-T12-03_cropped_Messpunkt,0,2,1,2,False,True
Koch-A12-T12-03_cropped_Messpunkt,1,2,1,1,False,False
Koch-A12-T12-03_cropped_Messpunkt,2,2,1,1,False,False
Koch-A12-T12-03_cropped_Messpunkt,3,2,2,1,True,False
Koch-A12-T12-03_cropped_Messpunkt,4,2,1,1,False,False
Koch-A12-T12-03_cropped_Messpunkt,5,2,2,1,True,False
Koch-A12-T12-03_cropped_Messpunkt,6,2,2,2,True,True
Koch-A12-T12-03_cropped_Messpunkt,7,2,2,1,True,False
Koch-A12-T12-03_cropped_Messpunkt,8,2,2,2,True,True
Koch-A12-T12-03_cropped_Messpunkt,9,2,2,1,True,False
Koch-A12-T12-07_cropped_Messpunkt,0,2,2,1,True,False
Koch-A12-T12-07_cropped_Messpunkt,1,2,1,2,False,True
Koch-A12-T12-07_cropped_Messpunkt,2,2,2,1,True,False
Koch-A12-T12-07_cropped_Messpunkt,3,2,2,2,True,True
Koch-A12-T12-07_cropped_Messpunkt,4,2,1,1,False,False
Koch-A12-T12-07_cropped_Messpunkt,5,2,2,2,True,True
Koch-A12-T12-07_cropped_Messpunkt,6,2,2,2,True,True
Koch-A12-T12-07_cropped_Messpunkt,7,2,1,1,False,False
Koch-A12-T12-07_cropped_Messpunkt,8,2,2,1,True,False
Koch-A12-T12-07_cropped_Messpunkt,9,2,2,1,True,False
Koch-A12-T12-11_cropped_Messpunkt,0,1,2,1,False,True
Koch-A12-T12-11_cropped_Messpunkt,1,1,1,2,True,False
Koch-A12-T12-11_cropped_Messpunkt,2,1,2,2,False,False
Koch-A12-T12-11_cropped_Messpunkt,3,1,2,1,False,True
Koch-A12-T12-11_cropped_Messpunkt,4,1,2,1,False,True
Koch-A12-T12-11_cropped_Messpunkt,5,1,2,1,False,True
Koch-A12-T12-11_cropped_Messpunkt,6,1,2,1,False,True
Koch-A12-T12-11_cropped_Messpunkt,7,1,2,1,False,True
Koch-A12-T12-11_cropped_Messpunkt,8,1,2,1,False,True
Koch-A12-T12-11_cropped_Messpunkt,9,1,2,2,False,False
Koch-A12-T12-16_cropped_Messpunkt,0,2,2,2,True,True
Koch-A12-T12-16_cropped_Messpunkt,1,2,2,2,True,True
Koch-A12-T12-16_cropped_Messpunkt,2,2,1,1,False,False
Koch-A12-T12-16_cropped_Messpunkt,3,2,1,1,False,False
Koch-A12-T12-16_cropped_Messpunkt,4,2,1,1,False,False
Koch-A12-T12-16_cropped_Messpunkt,5,2,1,1,False,False
Koch-A12-T12-16_cropped_Messpunkt,6,2,2,2,True,True
Koch-A12-T12-16_cropped_Messpunkt,7,2,1,2,False,True
Koch-A12-T12-16_cropped_Messpunkt,8,2,1,1,False,False
Koch-A12-T12-16_cropped_Messpunkt,9,2,1,1,False,False
Koch-A13-T13-01_cropped_Messpunkt,0,2,2,2,True,True
Koch-A13-T13-01_cropped_Messpunkt,1,2,2,2,True,True
Koch-A13-T13-01_cropped_Messpunkt,2,2,2,2,True,True
Koch-A13-T13-01_cropped_Messpunkt,3,2,2,2,True,True
Koch-A13-T13-01_cropped_Messpunkt,4,2,2,2,True,True
Koch-A13-T13-01_cropped_Messpunkt,5,2,2,2,True,True
Koch-A13-T13-01_cropped_Messpunkt,6,2,2,2,True,True
Koch-A13-T13-01_cropped_Messpunkt,7,2,2,0,True,False
Koch-A13-T13-01_cropped_Messpunkt,8,2,0,1,False,False
Koch-A13-T13-01_cropped_Messpunkt,9,2,0,2,False,True
Koch-A13-T13-04_cropped_Messpunkt,0,2,2,2,True,True
Koch-A13-T13-04_cropped_Messpunkt,1,2,2,2,True,True
Koch-A13-T13-04_cropped_Messpunkt,2,2,0,2,False,True
Koch-A13-T13-04_cropped_Messpunkt,3,2,2,1,True,False
Koch-A13-T13-04_cropped_Messpunkt,4,2,2,2,True,True
Koch-A13-T13-04_cropped_Messpunkt,5,2,2,2,True,True
Koch-A13-T13-04_cropped_Messpunkt,6,2,2,2,True,True
Koch-A13-T13-04_cropped_Messpunkt,7,2,2,2,True,True
Koch-A13-T13-04_cropped_Messpunkt,8,2,2,1,True,False
Koch-A13-T13-04_cropped_Messpunkt,9,2,2,1,True,False
Koch-A13-T13-10_cropped_Messpunkt,0,1,2,1,False,True
Koch-A13-T13-10_cropped_Messpunkt,1,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,2,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,3,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,4,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,5,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,6,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,7,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,8,1,2,2,False,False
Koch-A13-T13-10_cropped_Messpunkt,9,1,2,1,False,True
Koch-A13-T13-12_cropped_Messpunkt,0,1,1,1,True,True
Koch-A13-T13-12_cropped_Messpunkt,1,1,2,1,False,True
Koch-A13-T13-12_cropped_Messpunkt,2,1,1,1,True,True
Koch-A13-T13-12_cropped_Messpunkt,3,1,2,1,False,True
Koch-A13-T13-12_cropped_Messpunkt,4,1,2,1,False,True
Koch-A13-T13-12_cropped_Messpunkt,5,1,1,1,True,True
Koch-A13-T13-12_cropped_Messpunkt,6,1,2,2,False,False
Koch-A13-T13-12_cropped_Messpunkt,7,1,2,1,False,True
Koch-A13-T13-12_cropped_Messpunkt,8,1,2,2,False,False
Koch-A13-T13-12_cropped_Messpunkt,9,1,1,2,True,False
Koch-A13-T13-16_cropped_Messpunkt,0,1,2,0,False,False
Koch-A13-T13-16_cropped_Messpunkt,1,1,1,1,True,True
Koch-A13-T13-16_cropped_Messpunkt,2,1,2,0,False,False
Koch-A13-T13-16_cropped_Messpunkt,3,1,2,0,False,False
Koch-A13-T13-16_cropped_Messpunkt,4,1,2,2,False,False
Koch-A13-T13-16_cropped_Messpunkt,5,1,2,2,False,False
Koch-A13-T13-16_cropped_Messpunkt,6,1,2,1,False,True
Koch-A13-T13-16_cropped_Messpunkt,7,1,2,2,False,False
Koch-A13-T13-16_cropped_Messpunkt,8,1,2,2,False,False
Koch-A13-T13-16_cropped_Messpunkt,9,1,1,2,True,False
Koch-A14-T14-02_cropped_Messpunkt,0,1,1,0,True,False
Koch-A14-T14-02_cropped_Messpunkt,1,1,1,0,True,False
Koch-A14-T14-02_cropped_Messpunkt,2,1,1,0,True,False
Koch-A14-T14-02_cropped_Messpunkt,3,1,0,0,False,False
Koch-A14-T14-02_cropped_Messpunkt,4,1,2,2,False,False
Koch-A14-T14-02_cropped_Messpunkt,5,1,1,1,True,True
Koch-A14-T14-02_cropped_Messpunkt,6,1,2,1,False,True
Koch-A14-T14-02_cropped_Messpunkt,7,1,1,1,True,True
Koch-A14-T14-02_cropped_Messpunkt,8,1,2,1,False,True
Koch-A14-T14-02_cropped_Messpunkt,9,1,2,2,False,False
Koch-A14-T14-05_cropped_Messpunkt,0,1,2,2,False,False
Koch-A14-T14-05_cropped_Messpunkt,1,1,2,1,False,True
Koch-A14-T14-05_cropped_Messpunkt,2,1,1,1,True,True
Koch-A14-T14-05_cropped_Messpunkt,3,1,2,2,False,False
Koch-A14-T14-05_cropped_Messpunkt,4,1,2,2,False,False
Koch-A14-T14-05_cropped_Messpunkt,5,1,2,1,False,True
Koch-A14-T14-05_cropped_Messpunkt,6,1,2,1,False,True
Koch-A14-T14-05_cropped_Messpunkt,7,1,2,2,False,False
Koch-A14-T14-05_cropped_Messpunkt,8,1,2,2,False,False
Koch-A14-T14-05_cropped_Messpunkt,9,1,2,2,False,False
Koch-A14-T14-06_cropped_Messpunkt,0,1,2,2,False,False
Koch-A14-T14-06_cropped_Messpunkt,1,1,2,1,False,True
Koch-A14-T14-06_cropped_Messpunkt,2,1,2,2,False,False
Koch-A14-T14-06_cropped_Messpunkt,3,1,2,1,False,True
Koch-A14-T14-06_cropped_Messpunkt,4,1,2,1,False,True
Koch-A14-T14-06_cropped_Messpunkt,5,1,2,2,False,False
Koch-A14-T14-06_cropped_Messpunkt,6,1,2,1,False,True
Koch-A14-T14-06_cropped_Messpunkt,7,1,2,2,False,False
Koch-A14-T14-06_cropped_Messpunkt,8,1,2,1,False,True
Koch-A14-T14-06_cropped_Messpunkt,9,1,2,2,False,False
Koch-A14-T14-07_cropped_Messpunkt,0,2,2,1,True,False
Koch-A14-T14-07_cropped_Messpunkt,1,2,2,1,True,False
Koch-A14-T14-07_cropped_Messpunkt,2,2,2,1,True,False
Koch-A14-T14-07_cropped_Messpunkt,3,2,1,1,False,False
Koch-A14-T14-07_cropped_Messpunkt,4,2,2,1,True,False
Koch-A14-T14-07_cropped_Messpunkt,5,2,1,1,False,False
Koch-A14-T14-07_cropped_Messpunkt,6,2,1,2,False,True
Koch-A14-T14-07_cropped_Messpunkt,7,2,1,1,False,False
Koch-A14-T14-07_cropped_Messpunkt,8,2,1,1,False,False
Koch-A14-T14-07_cropped_Messpunkt,9,2,2,1,True,False
Koch-A14-T14-08_cropped_Messpunkt,0,1,2,2,False,False
Koch-A14-T14-08_cropped_Messpunkt,1,1,2,2,False,False
Koch-A14-T14-08_cropped_Messpunkt,2,1,2,2,False,False
Koch-A14-T14-08_cropped_Messpunkt,3,1,1,1,True,True
Koch-A14-T14-08_cropped_Messpunkt,4,1,2,1,False,True
Koch-A14-T14-08_cropped_Messpunkt,5,1,1,1,True,True
Koch-A14-T14-08_cropped_Messpunkt,6,1,1,1,True,True
Koch-A14-T14-08_cropped_Messpunkt,7,1,1,1,True,True
Koch-A14-T14-08_cropped_Messpunkt,8,1,2,1,False,True
Koch-A14-T14-08_cropped_Messpunkt,9,1,2,1,False,True
Koch-A14-T14-15_cropped_Messpunkt,0,2,1,2,False,True
Koch-A14-T14-15_cropped_Messpunkt,1,2,1,1,False,False
Koch-A14-T14-15_cropped_Messpunkt,2,2,2,1,True,False
Koch-A14-T14-15_cropped_Messpunkt,3,2,2,1,True,False
Koch-A14-T14-15_cropped_Messpunkt,4,2,2,2,True,True
Koch-A14-T14-15_cropped_Messpunkt,5,2,2,1,True,False
Koch-A14-T14-15_cropped_Messpunkt,6,2,2,2,True,True
